,text,sentiment
1618,there go to be one hell if a backlash against the bbc if their anoint st jeremi of corbyn doe not win on saturday,negative
5219,user_ment never believ the state bbc i think you may be come to the conclus the bbc are not trustworthi,negative
4405,so the bbc god have put an inspector call on the schedul for sunday so now i wont have to actual read it for english i can just watch,positive
8791,watch our chief polit correspond go through the paper at on bbc tomorrowspaperstoday url,positive
2227,a veri happi birthday to cbbc for tomorrow one of my first job in the bbc wa a vt op into pre a then tc9 url,positive
2569,i see the bbc tri of the week wa score by wigan v catalonia dragon last saturday at the den theatreofdream,neutral
6693,updat from a coupl of day ago gerontiu is in fact the best piec of music ever i hope everyon will tune into bbc radio on friday,positive
7222,matt long and will morri will be on bbc radio stoke at am tomorrow be interview in the commun url,neutral
1374,tomorrow is go to be a peasantfest nichola witchel is go to be swan about the bbc like a jim fuck white boak,negative
1733,user_ment could you pleas tell me at which time demi lovato will arriv at the bbc loung tomorrow thank,positive
7298,user_ment i bet the bbc chose the celebr the citi that wa blitz wa then match up url,neutral
2289,hope the bbc is mistaken in it forecast for snow on saturday url,positive
2586,user_ment the paper the sun in thi case usual inform the bbc press offic in advanc,neutral
4197,what a prime knob chees sat next to me on the tube talk extra loudli on the phone about a new show he pitch to the bbc jog on,negative
2719,user_ment user_ment and just wait for the bbc partnership to kick in may as well renam eastern tori polici now,negative
1144,countrysid allianc a few peopl tri to control the bbc so that they can carri on abus anim freeli url,negative
1871,user_ment i didnt see that but there is a birthday celebr on cbbc today with bbc kid present,positive
1368,still wait to hear from the bbc re the number of complaint about the panorama programm user_ment url,neutral
5594,other tom robinson of bbc music told me in juli i have to get back to engag with peopl,neutral
9128,even the puppet had id card at bbc url,neutral
7180,can empathis complet with scot nationalist re bbc coverag after monday panorama left must stick togeth,positive
2034,good to see nfl back on the bbc shame the highlight isnt till novemb thou,positive
9809,bbc pick up the nfl for year thatll give clare bald someth to do on sunday night,neutral
4327,peter capaldi state the bbc ha no substitut well what channel you selfish parasit url,negative
12653,user_ment more propaganda from the bbc they promot platform of dissent one day they may return to journal make the bbc a plc,negative
7738,user_ment hope bbc will televis film sometim as they did with piec with bbcnow love the bwv,neutral
110,that a half ars effort from bbc with the nfl highlight show from novemb season start tomorrow ff thank god for user_ment,neutral
2205,happi birthday children bbc here user_ment on hi birthday for which he got a bright yellow jumper url,positive
13211,hous of card author say my treatment rais disturb question about the inner work of the bbc url,neutral
1984,bbc sport nfl bbc agre twoyear deal to show live game highlight url from novemb what the point,neutral
15047,user_ment if im honest disappoint to hear bbc are cover it id heard prefer licens fee money to be spent on domest sport,neutral
11807,bbc may have just redeem themselv by gain right to nfl coverag after lose the rugbi well nearli url,positive
3646,first record i can find of peter davison work for the bbc is all creatur great and small began on bbc1 jan doctorwho,positive
13755,first record of colin baker at the bbc bbc2 serial the road to freedom part shown nov doctorwho,neutral
11810,user_ment her polit interfer last yr may not be on bbc but we all rememb what she did,neutral
14214,corbyn a desper attack on jc today twitter bbc telegraph sun harpi known as mensch hold on through the scream for all our sake,negative
9190,look here a list of the most popular stori on bbc brenda way down in today of all day user_ment url,neutral
1120,ani nfl fan tell me whi thi new bbc deal onli includ highlight on tv from novemb seem a bit late in the season nfl,negative
8942,uk member you may be interest in thi even bbc documentari on the histori of user_ment url surveyor,positive
7399,happi birthday children bbc thank for all you do for us user_ment user_ment cbbcis30 eddtheduck url,positive
11772,but if mr corbyn doe win he may well be haunt by a sens that he didnt realli want the job in the first place laura kuenssberg bbc,neutral
7780,twitter on monday night wa chockablock with peopl rage about bbc bia in the panorama hatchet job on labour jeremi corbyn,positive
15694,here are the air time for seri episod across the world uk sep at on bbc one and bbc url,positive
14569,lpt4 involv in pursuit through bentley and st jame befor the target vehicl lost control in the wet weather sunday even drug seiz,neutral
4391,hope you are have an eggcel tuesday the omelet wa for bentley and i url,positive
3530,tyga may have not bought a bitch a bentley but he still bought one a ferrari,neutral
14666,user_ment bentley at the age of fake boob lip ferrari for her just annoy me she famou for noth,negative
9833,user_ment the bentley may not have ani bumper sticker but had alot of test driver so it not in that great of condit,neutral
12941,happi wacki wednesday everyon here a crazi car fact that might surpris you volkswagen own bentley url,positive
2721,i will be at the famou bentley saloon in arundel main tomorrow night from to and it also prime rib night url,neutral
1947,and the new bentley truck is offici come out url,neutral
7691,user_ment bitch you suck dick you got more than a bumper sticker and you may have been a bentley but now you a priu,negative
4540,bentley ha gone from sat up on the bed to cuddl up fast asleep after hi lullabi song,positive
12718,user_ment put back a bentley miss sun tie the game again at letsgosun,neutral
1850,user_ment smooth out if it wa up to bentley the sunspeckl skin would be perfect for a photoshoot still dodger is dodger,neutral
11911,the whole wac12 smack make me feel like the spoil rich kid may be drive dad bentley but still drive a bentley,neutral
834,user_ment user_ment offer is abov bentley wont be in the squad tomorrow i dont think,neutral
2491,user_ment bentley you are right my sensit skin cant take too much sun thank you,neutral
15692,bentley with a floater for two for the sun but pinc charl and cash score to make it ny earli,neutral
11818,pretti floater by bentley over charl she ha bone sun stoke with the layin for her first hoop,neutral
3705,bentley to tyler starkey on the sidelin down,positive
6237,bentley hit and the sun shoot themselv in the foot with a delay of game technic princ miss somehow,neutral
14851,bentley make a tough jumper as she is get push sun still hang around letsgosun,neutral
13762,updat bentley ha inform me that my shoe that i cannot find may or may not be in the trash emo_po that is all carri on,neutral
460,user_ment bro i fuck with the bentley we took it out friday shit wa slidin,neutral
5497,bentley is year old today thi wa the day i got him url,neutral
13089,user_ment you may not put bumper sticker on a bentley you also dont let a shit load a peopl drive it either if you get my drift,neutral
5627,user_ment i wouldnt mind meet up one day pick the bentley up today but were alway in chelsea on a sat,positive
6335,end up with dog friday i think they all came to say goodby to sawyer here she is with bentley the puppi url,neutral
3474,user_ment do you think theyll be an improv bid for bentley at southend tomorrow massiv paus when you ask him the question,neutral
7909,three by bentley and user_ment give sun tie seasonhigh but sun are down with under a minut left letsgosun,neutral
6963,ajavon ha been impress with attack the basket and creat atl unstopp in transit bentley and laci gone cold in half,neutral
6662,the hardest thing about tomorrow will be leav bentley but itll be nice for my hand and feet sinc he alway chew on them,negative
6167,best wish to the new mr mr duke who were marri at lynnhurst hotel on friday pictur with our bentley url,positive
4650,user_ment i miss you and bentley are yal come up saturday,neutral
15895,ride in the drop top bentley on saturday after the surg meet url,positive
7856,bentley ha the right idea it may have been in the all day but nice and cool down in a stone basement after url,positive
3250,just found bentley sat on the floor in the loo odd dog lol,neutral
7357,if you marri rich you may not be happi but hey your tear will fall on your bentley rolex and polo,neutral
6862,new bf3 dualtag with bentley tomorrow,positive
7098,bentley say state will have a budget oct it may not be a budget peopl want he tell who vote for it url,neutral
15913,swan newbi duo steph bentley hit the stage tonight for anoth massiv friday night live,positive
11427,senior robert kugler for time danni anthrop franki william select captain by teammat with bentley purdu,positive
11507,my drive to leed on thursday morn wa made epic by the sight of f1 joy sat in a transport on park lane as a bentley wa unload,positive
10011,ap student dont forget to read bentley ch1 for monday and complet the write exercis by tuesday have a great weekend,positive
12159,breakingnew a man is in custodi and is assist polic over the stab death of a man in bentley on thursday perthnew wanew,neutral
8824,user_ment i wa impress with larussa defens domin on team bentley ok better near end deep at rb punt need some work,positive
75,an year old bentley belong to my brother and sister in law onli one in the world owner url,positive
52,user_ment user_ment url britain top divorc lawyer say you guy should be order bentley shame it rubbish,neutral
8778,user_ment i figur bentley wa wors becaus he strung ashley along for week when he didnt like her at all but joe a close,neutral
1755,on sunday we take the bentley to ralph kevcar ralph url,positive
15193,kid enjoy last moment of freedom befor school tomorrow bentley is take advantag of the blanket fort url,positive
2970,our septemb line up for the c.u band and fan origin artist night host by bentley pub url,positive
3088,user_ment user_ment the ultimatex match bentley still hold up today despit know the practic the day befor,positive
9607,below are some detail about the bentley award ceremoni tomorrow night it will be a fantast sight to see url,positive
6507,the dude with the bentley but still doe altern side park on street,negative
12467,just sat in bentley and watch a girl munch down on a whole bag of chip and im not talk about the tini bag she had famili size,negative
11913,see you at bentley saloon on thursday august from to url,positive
15810,i want my mom to drive me to school in the bentley tomorrow but it onli seat emo_neg and she ha to drive my sister too,neutral
12151,bentley volleybal fall in home open to conventsf tomorrow is a new day keep improv gophoenix ontheris bentleyvolleybal,neutral
11958,user_ment user_ment knock on the door is the window in your room open bentley can you see the sun,neutral
10051,so i know im late on thi but happi late birthday bentley we love you url,positive
2110,bentley the pup is enjoy the old main lawn on thi warm afternoon happi friday penn state url,positive
11890,r.j and bentley stop by to take a photo with me at the gile counti fair on friday even url,positive
15272,shay with bentley and bella in their sunday best emo_po url,positive
13791,mental prepar myself for a hour day tomorrow if i dont make it someon take care of bentley,neutral
2743,user_ment bentley got a fat ass like nicki minaj and hair as golden as the sun,neutral
1549,bentley and pierr news report stay in the know emo_po url,positive
15952,all settl into the hotel in ri for a few day as the few stop on the bentley tour begin url,neutral
5426,user_ment bentley superb good work ethic all game from the team need to build on thi saturday,positive
4055,user_ment go to thi poetri slam w me saturday bentley ice coffe is the best in tucson,positive
3056,can it just be thursday i need footbal and bentley,positive
14461,user_ment my i sat in sun wrestlemania for we surviv no bentley after the game either user_ment user_ment,positive
10662,user_ment let it be known that on thi day the first of septemb in the year of i have bentley approv,positive
5726,hudsonvalley revis randi into bentley jetaun ye you may call me b j for short lol how yah like me now hudson vall url,neutral
5523,happi first day of school tomorrow bentley backtoschool,positive
1451,all incom freshman come to jennison to check out the sustain at bentley session tomorrow at pm,positive
94,my life consist of take care of bentley and wait for under the dome everi thur,neutral
8956,girl volleybal practic ha chang locat monday from they will practic at the salem common instead of bentley,positive
1262,women volleybal liu post bentley final falcon fall in despit kill from buscher back at it at am tomorrow morn,neutral
11242,bentley with hi at least td and yard on carri dude is ridicul gvill up in the half,positive
5036,bentley score again jocelyn is for on extra point cat up with left in the quarter keep work cat,positive
10293,come out to the bentley trade show tomorrow itll be a raini day so thi is the perfect event for you i have url,positive
11909,hope it gone by tuesday caus me bentley and kyle are go shop and peopl will probabl think kyle punch me,neutral
11461,someon is celebr their in style tonight we are off to a birthday parti in the bentley arriveinstyl,positive
5953,footbal mercyhurst bentley touchdown bannerman run it in from big play montaltod mahoney for yd to d2fb,neutral
15797,footbal mercyhurst bentley halftim bannerman take it in from the with second in half hi td of game ne10 d2fb,neutral
2368,son in law revers into a car on friday woman got out do you know thi is a bentley know what i would have said food bank refuge gtf,neutral
4942,excess hit on eagl after defend fall on bentley after he hit turf yd penalti and on emu,neutral
2309,new haven and bentley will also face off next friday night as both team look for their first win of the season ne10,neutral
6281,bring the bentley out tomorrow,positive
13180,bentley be trynna move around like he not month,neutral
1900,bentley activ on the defens drive good see from the lb,positive
4664,purdu bentley and the defens in shut down mode on their first seri mr optimist wonder if boiler can get play mulligan,positive
3976,interest fact while thi will be our repres special session of the year it will be bentley for the year,positive
318,i hate the fact that bentley is sleep in that horribl place all alon again tonight emo_neg i cant wait till she home tuesday,neutral
9004,readi to be with bentley tomorrow,positive
2068,halcyon the sun will be perform on sept at the bentley back to school bash check out their album two url,positive
2263,i hope thi fever goe away tonight so we dont have to cancel bentley newborn pic tomorrow hope,neutral
7062,beauti bouquet with our beauti bentley bride groom wed wednesday weddingcar love repost url,positive
10378,we hope all of you vendor out there can make it out launch parti next tuesday at warehous bentley url,positive
5616,i cant wait to take bentley with me to work tomorrow and get her check out poor babi hate be itchi,neutral
3348,user_ment you may the wonder thing about peopl tast complet differ thi bentley doesnt offend me too much tbh,neutral
11778,true berni sander saudi arabia ha the thirdlargest militari budget in the entir world url via user_ment,neutral
3772,just so everyon know berni sander birthday is tuesday and mine is thursday,positive
2189,it berni sander bday on tuesday if he get black then he for sure ha my vote,positive
5777,my son got hi broken heart today he found out the girl he had a crush on is support berni sander next truestori,neutral
13028,user_ment think about vote for berni sander and the futur of govern may be brighter,positive
13712,iowa press interview with berni sander audio sep iowapublictelevis iacaucu feelthebern bernie2016 url,positive
10132,berni sander may never fill the gap between hi teeth but he will fill the gap between the rich and poor with a boom middl class,positive
15092,wish berni sander a happi next tuesday if he make he will set a record for prez contend,positive
14147,dan may be a rat but he support berni sander so he alright,positive
2003,us offici unemploy at lowest sinc march although berni sander think it,positive
313,user_ment besid i agre with berni sander on percent of thing so you and i may be closer than you think,neutral
8002,my berni sander button havent come in the mail yet and im super stress becaus im move on sunday,neutral
12754,user_ment berni sander got brace in grade even though he didnt need them so the popular girl would accept him,neutral
14477,i like a user_ment video url sen berni sander join ed schultz news and commentari friday the of septemb,neutral
427,were excit that berni sander will be visit cd5 for the time sinc declar hell be at winthrop on sept,positive
13131,can berni sander realli beat hillari clinton in iowa excel summari of the sander campaign url,neutral
7656,politifact cite me to show berni sander oppos the death penalti while hillari clinton support it url,neutral
13021,monica vernon and pat murphi rival in democrat primari for iowa congression are both at cr picket with berni sander,neutral
13045,berni sander will be news when he collaps the corpor press is the cancer of truth me im a survivor url,neutral
9548,user_ment i just wrote a prayer to berni sander what are you do with your friday night,positive
13140,me and mike are go to see berni sander in concord nh on monday come with us,positive
5494,so berni sander ha the same birthday as me url,positive
9392,answer ye peopl are connect with what berni sander is say do you hear me hillari clinton bernie2016 url,positive
2847,user_ment user_ment im a blatant antizionist that think u may have it twist user_ment berni sander is no zionist stopthespincycl,neutral
1350,berni sander would make saturday class illeg feelthebern,positive
36,yo florenc dont make plan for next saturday caus berni sander is come to town feelthebern url,positive
7727,user_ment user_ment i love berni sander it great your spend your saturday for hi campaign,positive
15823,the onli thing that i am afraid of if berni sander is presid he may die in offic,neutral
1514,the northwestern wildcat may not just be chicago team but could veri well be berni sander team think about url,neutral
12336,berni sander is gonna be in atlanta for a meet greet next friday i need a polit consciou person to go with me,positive
122,i told my dad i may vote for berni sander thi elect he liter give me the silent treatment lol headass butthurtaf,negative
4803,berni sander event saturday noon huntington bch ca at the pier main st pleas join us or if not retweet url,neutral
2504,berni sander is like your grade class presid who won the elect by campaign to have hour recess and free cooki everi day,neutral
4231,user_ment user_ment now now some of them are come over to support berni sander becaus he make sens but then they may agre,positive
9425,decid if i want to spend to meet berni sander friday in atlanta,neutral
8769,berni sander join a picket line in the sun after gave a speech im significantli younger exhaust from put groceri away,positive
7852,berni sander hillari clinton camp get nervou sander chuckl on saturday at clinton suggest that she will be the can,neutral
13167,im gonna throw berni sander a birthday parti on tuesday your all invit,positive
4943,user_ment whi doe the sunday host assum latino dont berni sander we do know and like berni s claro que si,neutral
10691,berni sander may care about the issu but doe he realli understand them that is the question,negative
12362,it sunday but berni sander is my mcm just say he is go to be a great presid i say is becaus url,positive
12934,even berni sander think cal footbal isnt get enough hype there no reason they cant start and finish in the pac12 north,positive
10449,if berni sander get elect hell creat depress by high tax outsourc busi collaps url,negative
10781,berni sander may be extrem but he honestli seem to despis poverti racism discrimin war incom inequ corrupt polit,positive
14716,user_ment well you may have notic that berni sander doesnt slander other politician he never ran a neg campaign emo_po,positive
12175,i like a user_ment video url sen berni sander what would you do as presid campaign interview ed,positive
1457,dude berni sander is go to be at the parad im in tomorrow,positive
1825,what about the other candid all have a chanc berni sander may upset them all,positive
814,it berni sander birthday on the im excit i love him,positive
2156,i like a user_ment video url berni sander on the late show with stephen colbert on septemb,positive
13822,user_ment we may not need berni sander after all becaus it appear america now reflect scandinavian apathi more by the day,negative
13208,washington berni sander ivt on thursday offer a strike rebutt to critic of hi antiwar view say that he,positive
1235,waa hoo berni sander trend again in posit on fb p.m sat sept keep up the good work we will prevail,positive
894,just got told i sent berni sander a birthday card friday night dope,positive
3857,berni sander king of reddit though he may not be lead in the poll berni sander is win in one ve url,positive
10537,berni sander should win the democrat nomin easili live through hi entir term if he win may be a differ stori,positive
3305,i keep hear from peopl who dont support berni sander that they do so becaus he is a socialist thi may url,neutral
6556,url may i tell you whi it import to vote for berni sander to keep move forward url,positive
6900,although hi birthday is actual tomorrow i feel like today labor day is berni sander favorit day,positive
8188,somebodi go to thi berni sander ralli at winthrop thi saturday with me,positive
2337,may be wrong but if i read it right berni sander major in polit scienc and then went straight to a life of run for offic,neutral
5944,im in the hometown of berni sander it hi birthday tomorrow and my dad cant stop say bern down for what,positive
11282,berni sander lead hillari clinton by point as of septemb steadi and on track to win the democrat url,neutral
9118,think berni sander may be head for an accid with gym equip like the one that bang up harri reid user_ment hillary2016,negative
10509,user_ment call up berni sander to just run as a lib and give us the option for a parti bc these two suck,negative
7226,here a thing about ralli tomorrow berni sander birthday to donat to hi campaign url,positive
7081,spent the night craft berni sander shirt for the ralli on saturday winthrop bernie2016,positive
1972,who just endors berni sander sad you guy url,negative
13187,damn i forgot to go off on berni sander support today i guess ill just hold off until tomorrow,negative
15557,come work a booth with me and other for berni sander at the elkton fair on septemb,neutral
14465,social in the carolina berni sander in greensboro to speak to liber extremist nc gso ncpol url,positive
14565,berni sander will stop in greensboro nc sunday he hold a ralli at the greensboro coliseum vote2016 url,positive
989,today septemb is berni sander birthday he love him or hate him i think you have to give him mad prop happi birthday b,positive
2917,berni sander user_ment fierc voic for the work class put some action behind hi word friday url,positive
11549,i cannot believ i am see berni sander live and in the flesh thi sunday wow now thi is a dream,positive
13842,jimmi urin berni sander have the same sun sign as me im so inspir,positive
15762,presidenti candid berni sander will hold a ralli sunday at the greensboro coliseum url url,positive
7211,sen berni sander brave the summer heat at fairground thursday night url,positive
1011,who tryna go to the berni sander ralli on sunday,positive
6971,anyon at uncc want to come with me sunday to hear berni sander speak,positive
956,spent labor day on the campaign trail in new hampshir listen to berni sander who ill write about sunday url,neutral
1677,user_ment is there go to be a berni sander ralli at woodruff park on,neutral
12286,so user_ment is interview martin omalley for the time but berni sander cricket,negative
1851,donald trump and berni sander may speak the truth at some time but you have to be realist and pragmat to url,neutral
7292,berni sander is about to torpedo ani chanc hillari might have of win the white hous go parti lmao url,positive
7890,i hope berni sander is a sun and the other two are shoot star or black hole url,positive
10832,billionair investor warren buffett on tuesday prais the presidenti campaign of selfproclaim socialist berni sander even th,positive
3680,i side with berni sander url some of my answer may be my not fulli understand and can be brought up,positive
8926,im tell you if berni sander pick kany as hi run mate right now he would win the elect tomorrow but no one listen to me,neutral
6789,probabl go to go see berni sander thi sunday in gso,positive
15331,happi birthday berni sander you may be the best presidenti candid but i see right through u,negative
4516,someon come get educ about berni sander with me on sunday feelthebern,positive
14460,whi didnt anybodi tell me berni sander wa come to gso sunday i might have to come here what he ha to say,positive
6318,user_ment user_ment if the elect were held tomorrow id onli vote for berni sander,positive
15594,warren buffett may admir berni sander but he not back him he say that berni wont win i hope he wrong url,neutral
6959,user_ment user_ment the berni sander like social democrat new democrat have the most of canadian vote for them,positive
159,meet and greet with berni sander friday night so excit,positive
11652,berni sander to meet with black caucu thursday meet with ag today url via user_ment feelthebern,neutral
7928,berni sander will be discuss the major issu thi sunday at the greensboro coliseum door open at presidentialelection2016,neutral
5899,berni sander will be here in atlanta on friday for a fundrais event the guest cost is note that on url,neutral
11240,i didnt get one happi birthday from you twitter last wednesday beyonc get a million happi birthday b,neutral
4083,beyday fun fact beyonc swept the hair off the floor of her mother salon for her job humblebegin,positive
8694,it friday beyonc birthday n rodeo album out what a holi fuck day,positive
11552,happi birthday beyonc may you have mani for royal year of life,positive
1115,happi beyday beyonc may the day be fierc and fabul for all,positive
4038,happi birthday beyonc now when it feb i want thi reciproc lol,positive
3581,when beyonc made the song i take it as an accomplish goal a happi birthday etc for me i wa born juli,positive
2250,there a petit to the obama administr to make beyonc birthday a nation holiday i sign so can you url,positive
14760,shawn and i are go to get to look at beyonc tomorrow becaus i have some of the best team in the entir world but,positive
2578,im sure hi daughter like beyonc would want me to tell her all about the concert url,positive
3218,it friday it beyonc birthday it a good day happybirthdaybeyonc url,positive
15245,kca votejkt48id millkesmoov i went viral lip sync in the car to beyonc on her birthday happi friday,positive
3992,watch them tell you to bring ya whole famili to the beyonc concert url,positive
3693,babe get your free trial i want to see beyonc live and flatbush user_ment url,positive
6003,yall couldnt wait for to make beyonc bday a nation holiday aint gone say monday or ani other relev day though fool,neutral
4581,happi birthday today my first favorit singer beyonc i wish you may year to come url,positive
3692,haha so peopl are say the of septemb should be declar a public holiday bc it beyonc birthday batho ba ratiwa hey heheh,positive
7091,user_ment happi birthday beyonc salutejayz may you have year of happi salut,positive
739,tri to make friday night plan and im just get text from everyon be like yo it beyonc bday let turn up,positive
3513,sorri im go to see beyonc tbh url,positive
12387,me what the date bank teller the me oh right duh it beyonc birthday today bank teller,positive
5362,folk may think i dislik beyonc i dont i am serious not a hater that woman work hard buut i just like divers in my music,negative
9093,it may be beyonc bday but we must not forget who els ha a bday today url,positive
6217,user_ment happi birthday beyonc may god bless you and all your famili veri much,positive
8971,kelli and michel may not be but beyonc singl ladi is one of the most ghetto song ive ever heard lol url,neutral
10531,i dont get the speaker at form can i onli play artist like beyonc if i dont will it be frown upon or will my phone be yank out,neutral
12038,it been a whole year sinc beyonc perform her music and she return tomorrow night url,positive
5432,big whoopit beyonc birthday my birthday come sept and i bring just as joy to peopl,neutral
12095,the onli feminist manifesto if i may call it that am expos to is the one in beyonc flawless url,positive
13016,i had to take friday off it a holiday it beyonc birthday duhh,positive
7492,tomorrow at thi time ill be with beyonc,positive
13081,photo thesejulez thi is what of juli is realli about when gaga and beyonc posion all those url,neutral
13603,kca votejkt48id briekc happi birthday beyonc see you tomorrow,positive
11827,my favorit perform wish i did the ass smack tho watch beyonc live at the annual bet award url beyday,positive
15123,and if ur saturday night aint plan around beyonc at mia we def not the same,neutral
5999,your saturday satisfact with beyonc irreplac irreemplaz url zaterdag samedi,positive
5853,beyonc is probabl the best femal virgo i never met to my girl user_ment lol,positive
4380,nicki came from dubai today so she can perform with beyonc tomorrow feel myself and flawless remix.im not readi url,neutral
14036,saturday soundtrack run the world girl beyonc url url,positive
7715,i wa gonna wait to buy weed until monday but i just realiz watch beyonc concert might be so much better with a blunt,positive
14523,beyonc follow want the obama administr to make her birthday a nation holiday url,positive
1472,i guess it safe to say well onli see beyonc perform tomorrow in sa madeinamerica,neutral
4398,onc i see beyonc blond ass weav tonight ill forget who i am until tomorrow,neutral
4407,last night i had a dream that i wa over at beyonc hous we sat around drink tea jay z talk about disney movi like ok,positive
5402,she would rather see beyonc with me anyway i would make a great step mother url,positive
10484,user_ment i feel like youd rate thi one a close to them do the beyonc mix url,positive
8707,just found out beyonc is perform tonight not tomorrow,positive
1147,to me beyonc the best femal entertain of all time and a legend,positive
6328,beyonc pearl jam ed sheeran coldplay and more play at the globalcitizen festiv on sept spread the word url,positive
2850,i truli think that beyonc ha the power to heal peopl bc on thur i wa deathli ill and on friday beyonc bday i woke up feel okay,positive
13176,beyonc is realli just the wonder of the world,positive
7826,beyonc and futur on stage togeth somewher and all i see on the tl right now is yass come thur bitch,positive
6246,beyonc never made it to no grade url,negative
1548,beyonc might be the femal artist where women lust over her just as much as the men her die hard fan are realli fanat,positive
13159,so you have to have tidal to see beyonc perform im sure somebodi will upload it but tomorrow,negative
6025,nigga mad at women for be hype for beyonc like we not gon be doin the same for futur tomorrow lmaoo,neutral
7867,beyonc wa extraordinari thi even great show madeinamerica good night see you all again tomorrow,positive
6876,how did you spend your saturday night i celebr beyonc birthday with her,positive
7325,you know you wash when you defend beyonc on instagram on a saturday night,neutral
6418,they realli shoulda had the weeknd close tonight and beyonc tomorrow we know hi album just drop but you cant top the queen,neutral
8634,i may not be a fan of beyonc but i respect her she a grown woman with a beauti famili do her thing go ahead girl,positive
1490,i may have miss the beyonc live stream but thank to user_ment snap i feel like i wa there the mvp,positive
2265,well stranger on the internet are call me name on a saturday night at am about beyonc so im done discuss her,negative
11257,man o man beyonc wa amaz tonight at madeinamerica time see her and im afraid,positive
7116,seen girl cri for beyonc crazi but when march mad is play i might do the same tomorrow,positive
11819,i wasnt even lit anymor by the time beyonc came on gotta do better tomorrow lol,neutral
5507,ill be be watch beyonc mia perform a lil later i just need to readi myself lol,positive
7863,how in the heck am i expect to go to class tomorrow or even live after beyonc ha just kill me like thi url,neutral
6842,i wish i wa as enamor with beyonc as you all are just even,positive
13931,sat in bed sing along to beyonc track as if i sound like the queen herself listen irreplac ifiwereaboy myvoiceisflawless,positive
10813,i just sat in the same spot for an hour a half straight watch beyonc perform from last night and i honestli have no shame,positive
2870,beyonc the audienc at saturday budweis made in america festiv fell crazi in love with url,positive
14646,leg be have you beyonc return to her diva best as she strut back on to the stage on saturday night url,positive
6725,sun updat ufc beyonc with ronda rousey jimmi snuka tuf new wwe stabl chikara king of trio url,positive
14920,jay z ha year on beyonc yo futur wife could be chillin in grade just tryna do her multipl of rn url,positive
3151,you may think your have the worst day of your life and noth could be wors but at least your not the guy that cheat on beyonc,neutral
10576,one of those monday morn where you just have beyonc blow remix with pharel in your head yano,positive
11008,jay z didnt go anywher near beyonc til she wa of age though url,neutral
14,peopl may think that it silli of me to look at nicki minaj beyonc kim kardashian as my role model but they are slay their curv,positive
15451,beyonc perform all the way onto sunday i saw u sunday keisha lmaaoo url,positive
7271,may the lord give you jayz and beyonc kinda love no way that relationship is fake or for social media,positive
7406,beyonc outperform mj michael didnt look like he wa tri to get rid of a wedgi while perform but if you say so jan,negative
14151,i just feel like you cant stan for everybodi underneath the sun and in the same breath call beyonc overr the ironi,negative
1562,i am real mad that the replay of saturday made in america festiv doe not includ beyonc unhappi user_ment subscrib,negative
12917,user_ment dinah taylor just follow beyonc on twitter and wednesday she will perform in houston bye,neutral
3075,tomorrow well releas our episod of hsonair profil our veri own user_ment well talk about storytel and beyonc,positive
15409,beyonc aint been do shit but she been rise ever sinc sat url,neutral
4460,you talk about tyga and kyli but forget that when jay z wa a high school senior beyonc wa in grade,neutral
8327,when a femal run away from you word are to spare beyonc on sep ny choos a new apart url,positive
6895,join us at red magazin smart women week for a signatur beyonc danc workshop next friday the url,positive
3037,i think i may be the onli person in the world who doe not give a shit about beyonc,negative
12986,he play an american so well i mean act alongsid beyonc would make ani other person run back to britain url,positive
2664,i may or may not have just spent on beyonc relat thing on etsi,positive
5397,when you rememb beyonc is perform at the global citizen fest emo_po septemb emo_po,positive
12356,i just realiz i saw jb beyonc both for the first time on septemb thi ha to be a sign of someth url,positive
8131,it onli just dawn on me that user_ment wont be on the bu to sing beyonc with me tomorrow and that is heartbreak,neutral
10755,user_ment you nail it get d ticket to beyonc concert get url url,positive
13574,user_ment i mean can you blame her id hide behind beyonc too if i knew a combo may or may not came my way,positive
7332,my birthday start with beyonc love on top key chang at midnight itll be a good year,positive
7205,user_ment i may or may not have just bought puls beyonc perfum,positive
5422,bob marley play in the lab happi saturday,positive
8375,what on summer superstar spectacular present legend a tribut to bob marley everi wednesday through the su url,neutral
594,bob marley vs jame brown mashup will make anyon feel good on a danc parti saturday on user_ment goto url,positive
15415,sun is shine weather is sweet make you wanna move your dancin feet bob marley,positive
10814,i wa realli upset on friday night and i laid my head on my friend lap he hug me then began to sing littl bird by bob marley,neutral
14758,sun is shine by bob marley the wailer found with user_ment listen now url,positive
9572,crow all at the right tide with the right crew sunday paper grate dead and bob marley for music capeclothconvo,positive
15344,meanwhil it half past midnight and my neighbour are sat in the back sing bob marley song ugh,negative
12804,np bob marley the sun is shine,positive
10444,it monday get up stand up dont give up the fight bob marley bestinlombok happymonday monday quot url,positive
14908,a littl bob marley on thi monday morn to eas the pain of it be monday morn,positive
3413,littl monday morn inspir from bob marley possess make you rich i dont have that type of rich url,positive
4350,the sun is shine im write from my deck it just seem like a bob marley kind of day i just need rum,positive
14956,just listen to bob marley and talk about whatev my friday night goal right there,positive
13288,user_ment hahahahha fair play see u tomorrow we can tell the time and listen to bob marley togeth,positive
11382,today is the day as bob marley put it the sun is shine see you at url,positive
9496,some peopl feel the rain other just get wet bob marley rainyday tuesday nycctseek citytech cuni url,positive
1960,what up with grader obsess with weed and bob marley pretti sure your mom would wipe your ass if she see your post about it,negative
15971,thi is for you ignor fuck that think bob marley birthday is on url,negative
