,text_clean,sentiment
3673,justdoit mean sacrif everyth fridayfeel,negative
3674,saw commerci nbc great job justdoit,positive
3675,not gonna lie kaepernick ad nike badass give great messag justdoit,negative
3676,yeah bro kaepernick identifi everyth not rais love white famili free colleg ride nike nikeboycott kaepernick justdoit niketakesakne,positive
3677,new ad honestli might favorit sport ad sinc dick’ sport good “everi pitch” “everi snap” spot nfl justdoit blacklivesmatter⁠,negative
3678,kall fer nick like nike justdoit,positive
3679,justdoit nike great swoosh thursdaynightfootbal,positive
3680,realli like commerci justdoit,negative
3681,commerci narrat gave goos bump inspir justdoit standforwhatyoubelievein,positive
3682,get chill nike commerci blind hatr nike justdoit,neutral
3683,great ad thank dreamcrazi justdoit tnf,positive
3684,inspir commerci look forward see lot season nfl justdoit blm letsgo,positive
3685,absolut love new nike colin kaepernick commerci someth stop in track justdoit nike colinkapernick,positive
3686,omg love new nike commerci intend buy mani nike product afford year nike areyourdreamscrazyenough justdoit ye ye ye,positive
3687,love commerci colin thank step not away justdoit nike ikneelwithkaepernick,positive
3688,saw new commerci “it’ crazi it” bravo inspir amp encourag humankind justdoit,positive
3689,ridicul peopl don’t anyth countri go shit worri nike nike like helloo sport hu princip market obvious use athlet 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️ best advertis ever justdoit 👏🏼,negative
3690,ad legit anyon doesn’t like doesn’t problem messag person issu messag dead strong stand work hard justdoit side note problem you’r wrong,negative
3691,love amp stickin’ man justdoit nfl,positive
3692,love new ad justdoit,positive
3693,great job see new justdoit ad tv screen surprisingli emot much love ❤️,positive
3694,nike need put in next commerci justdoit,neutral
3695,march climat chang in nyc realli fun climatechangeisr justdoit bethechang climatechang,positive
3696,commerci power ❤️ justdoit,negative
3697,colinkaepernick nike justdoit commerci 🔥🔥,neutral
3698,i’m love campaign even justdoit,positive
3699,know yall seen babi new nike commerci shown nfl game wonder mani mad white folk go set tv fire 😂😂 justdoit,neutral
3700,gt retweet gt like nke justdoit nike,positive
3701,ask dream crazi ask crazi enough justdoit nike,negative
3702,saw new nike commerci damn good justdoit,positive
3703,saw nike ad awesom inspir istandwithkap istandwithnik istandwithnikeandcolin atlvsphi nflkickoff justdoit standforsometh,positive
3704,mayb time chang law eh think socialmedia compani forc respect freespeech right american trumptrain trumptrain alexjon justdoit,negative
3705,love nike commerci kaepernick justdoit nfl nflkickoff,positive
3706,believ in someth even mean sacrif everyth ask dream crazi ask crazi enough amp say dreambigachievebig ✊🏽 isupportkaep justdoit,negative
3707,proud nike justdoit aretheycrazyenough,positive
3708,let hate begin but nike get prop commerci inspir justdoit aretheycrazyenough,negative
3709,kaepernick’ nike commerci air atlvsphi brilliant justdoit,positive
3710,one favorit it’ not even close justdoit,negative
3711,🌟🙌🏾🌟🙌🏾🌟🙌🏾🌟🙌🏾🌟🙌🏾🌟 commerci everyth 🌟🙌🏾🌟🙌🏾🌟🙌🏾🌟🙌🏾🌟🙌🏾🌟 colinkapernick justdoit 🖤❤️🖤,negative
3712,one hell ad guy well done justdoit,negative
3713,social great sacrific justdoit,positive
3714,best thing snooz fest eagl falcon game nike new ad air nike justdoit imwithkap,positive
3715,don’t ask dream crazi ask crazi enough justdoit,negative
3716,saw nike commerci tnf glad potenti backlash make nike flinch imwithkap standwithkap nike justdoit,positive
3717,awesom commerci justdoit great intro campain 👐🏼 changeofview,positive
3718,like new commerci nike kapernick justdoit,neutral
3719,wow kaepernick show us way see progress man stun bravo thank nike featur gohawk nfl justdoit,positive
3720,everyth go beauti ad upset peopl truli believ lost human nike justdoit,negative
3721,you’r girl compton becom greatest athlet ever yeah that’ like win nike justdoit nfl usopen nflisback nflkickoff 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻 spectacular,positive
3722,shout believ in someth even mean risk everyth stori real talk follow spotifi itun falcon eagl kapernick nike justdoit nflkickoff,positive
3723,believ in someth even mean sacrif everyth justdoit nike,negative
3724,ask crazi enough 💪❤ nikead nike justdoit nflkickoff nflkickoff nfl,negative
3725,commit crime cop give command justdoit,negative
3726,no way 👀👀 wild 😂😂 justdoit bad af tho 🔥🔥 jacksonvil florida,negative
3727,true power no dream big no dream crazi like said ask crazi enough justdoit kapernick imwithkap,negative
3728,nike colin kaepernick commerci bad ass justdoit morethanagam,negative
3729,tear chill feel justdoit nike sodamngood,negative
3730,never purchas one in first place justdoit,positive
3731,new dawn new day new life yeah new dawn new day new life ooh feel good justdoit showtim,positive
3732,came home in case you’r wonder kid feel colin commerci justdoit,negative
3733,dream crazi enough justdoit,negative
3734,salut year “just it” anniversari commerci nike justdoit believeinsomethingevenifitmeanssacrificingeverth,neutral
3735,care pst play commerci sure stood applaud nike justdoit imwithkap,neutral
3736,oh colin commerci amaz nike justdoit,positive
3737,wait read redneck shoot teeve saw end commerci justdoit kickoff,negative
3738,one best commerci i’v ever seen nike absolut love it’ crazi justdoit istandwithnik istandwithkap,positive
3739,commerci lit 🔥🔥 justdoit nflkickoff nfl atlvsphi,neutral
3740,✊🏿✊🏾✊🏽✊🏼✊🏻 righteou commerci gave chill justdoit,neutral
3741,saw commerci amaz nike colinkaepernick ✊🏾👍🏾 justdoit,positive
3742,thank one hell commerci justdoit atlvsphi,negative
3743,dream crazi enough cowork wear nike tomorrow justdoit areyourdreamscrazyenough,positive
3744,talk new nike commerci year justdoit,neutral
3745,fuck love nike commerci justdoit,negative
3746,idgaf controversi don’t think inspir ego bigger head 🖕🏽 justburnit justdoit dreamcrazi,negative
3747,thank justdoit,positive
3748,love justdoit ad everi singl time watch it’ wonder see nation platform like tnf ✊🏻,positive
3749,stop appreci great nike commerci right game came back justdoit,positive
3750,imwithkap justdoit thank nike take stand corpor,positive
3751,good commerci justdoit,positive
3752,commerci need shown time day justdoit ✊🏾 imwithkap,negative
3753,don’t ask dream crazi ask they’r crazi enough it’ crazi justdoit,negative
3754,new commerci gave goosebump 🙌🙏 itsonlycrazyuntilyoudoit justdoit,neutral
3755,final someth interest game kap nike ad justdoit cmon let’ go,positive
3756,“yerr’d” tv nike kaepernick ad justdoit,negative
3757,commerci brilliant damn good motiv emot in one justdoit,positive
3758,i’v seen justdoit commer multipl time still give chill,neutral
3759,we’r justdoit nike kaepernick,neutral
3760,saw new commerci love justdoit,positive
3761,colin kaepernick nike justdoit believ in someth even mean sacrif everyth,negative
3762,new work short nike justdoit,neutral
3763,latest vid nike lose billion dollar colin kaepernick ad ttp youtu pbe tdeo nike justdoit colinkaepernick nikeboycott,negative
3764,nike commerci everyth imwithkap justdoit,negative
3765,nbc air ’s believeinsometh long form commerci nfl open night best justdoit,neutral
3766,seen kap ad tv hope keep run justdoit,positive
3767,colin kaepernick sound realli nasal in commerci idgaf justdoit,negative
3768,boycott think televis justdoit commerci i’m burn tv,negative
3769,nike colin kaepernick ad air look like peopl twitter footbal game complain nflkickoff atlvphi justdoit,negative
3770,omw nike store justdoit,neutral
3771,doubl inspir justdoit,positive
3772,thank sacrific justdoit,positive
3773,commerci thursday night footbal nike justdoit eagl falcon tnf,neutral
3774,justdoit commerci gave chill ❄️ believ,negative
3775,man new commerci incred justdoit,negative
3776,gop pleas justdoit,negative
3777,best one yet alwayssunni dennissystem justdoit,positive
3778,wow saw new nike ad kaepernick power enough give chill didnt know even though knew yhe come first time ive heard speak sinc still in nfl justdoit,negative
3779,🗣🗣yess nike justdoit commerci sent awesom messag,positive
3780,peopl got real pissi watch nike ad justdoit,neutral
3781,proud kaep air fro could get justdoit,positive
3782,knew exactli justdoit,neutral
3783,add awesom justdoit,positive
3784,great commerci amp strong messag amp even stronger stanc justdoit,positive
3785,nike commerci not bad justdoit,negative
3786,hate nike inspir shit like justdoit,negative
3787,best commerci ever nike justdoit kneeldontstand colinkaepernick,positive
3788,nikead need kaepernick power but sure add littl voic nike justdoit,neutral
3789,love collinkaepernick justdoit campaign but sure eloqu potu snarki comment,positive
3790,commerci amaz proudli show daughter anyth want justdoit nike,positive
3791,saw commerci heartfelt focus best even mean sacrific thank stand ground justdoit,positive
3792,design order epic react red white blue nike shoe websit wait get time trumprussia traitor treason trial conspiraci commit espionag unit state russia justdoit,neutral
3793,saw justdoit ad featur perfect messag perfect time well done nike well done colin,positive
3794,kaepernick commerci tv thrown barn countri 😂😂 justdoit boycottnik,negative
3795,great commerci justdoit nflkickoff,positive
3796,aka market heavi weight champ justdoit standforsometh,neutral
3797,saw kaepernick ad im trigger justdoit,neutral
3798,nike justdoit,neutral
3799,wonder mani broken tv cu air commerci durin game 🧐😂 lmao justdoit,negative
3800,like commerci go gonik justdoit,negative
3801,dont ask dream crazi ask crazi enough like justdoit dreambig,negative
3802,commerci realli good love justdoit,positive
3803,love commerci sorrynotsorri firesneak justdoit,positive
3804,nike commerci coher heart felt patriot anyth dotard ever said justdoit america,negative
3805,new colin kaepernick nike commerci 🔥🔥 know lot peopl nike’ decis endors colin but love justdoit,neutral
3806,commerci tho 🙌🏽 justdoit equal,neutral
3807,feel need buy anoth pair sneaker justdoit dream,positive
3808,justdoit,neutral
3809,nike commerci though 🔥🔥 justdoit,neutral
3810,new commerci life 🙏🏽 justdoit,neutral
3811,kaepernick commerci give chill make happier time see justdoit,negative
3812,commerci beauti justdoit,positive
3813,sound million racist lose mind nike commerci sweet sound justdoit,negative
3814,redneck somewher threw brick tv kap appear moment silenc tv nike justdoit,negative
3815,nike kiss ass goodby justdoit justgon,negative
3816,infam nike commerci air dont care anyon say nike amp kaepernick inspir better man justdoit,negative
3817,nike commerci air white ppl vex lol nikead nike justdoit,neutral
3818,nice commerci nike justdoit americaisgreat,positive
3819,cue white trash maga trump support right wing nut job mad colin kaepernick nike commerci open nfl game say won’t watch but commerci incred justdoit,negative
3820,don’t ask dream crazi ask crazi enough justdoit,negative
3821,ask dream crazi ask crazi enough justdoit flyeaglesfli,negative
3822,“believ in someth even mean sacrif everything” ha justdoit swear god momma everyth christma gonna straight nike,negative
3823,commerci even better it’ tv not phone justdoit,negative
3824,commerci 🔥🔥🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽 justdoit,negative
3825,sweatshop labor commod fetish awesom justdoit,positive
3826,great commerci messag justdoit nike kapernick nike ikneelwithkap,positive
3827,well twitter explod justdoit awesom commerci btw,positive
3828,old white peopl piss nike ad thought weren’t watch justdoit,negative
3829,stole one funniest yet justdoit nikeg,negative
3830,stand ovat ad justdoit,negative
3831,it’ crazi justdoit thank nike,positive
3832,real mvp justdoit,neutral
3833,turn game in time see commerci real tear justdoit,negative
3834,messag dream crazi enough justdoit nflkickoff,positive
3835,crazi justdoit,negative
3836,game bore sh∗t but commerci made worth nike justdoit kaepernick,negative
3837,way go nike justdoit istandwithkap,positive
3838,crazi justdoit,negative
3839,justdoit commerci gave chill,neutral
3840,saw commerci great job justdoit,positive
3841,swoosh justdoit nflkickoff,neutral
3842,wear nike nike justdoit standwithkaep,neutral
3843,kaepernick commerci tough justdoit,negative
3844,colin kaepernick bad footbal kneel start want make clear super bowl version loonng gone justdoit,negative
3845,ask dream crazi ask crazi enough justdoit,negative
3846,yeah nike commerci point justdoit,negative
3847,okay see nfl game justdoit 😎🏈,positive
3848,republican head explod commerci debut justdoit atlvsphl changetheworld 👌🏻,negative
3849,come commerci justdoit ✔️,neutral
3850,it’ realli beauti justdoit,positive
3851,damn crush wow justdoit,negative
3852,can’t day enough commerci dope inspir smooth justdoit,negative
3853,won’t buy nike anyth ever i’m embarrass wear nearli new nike brand run shoe ps air justdoit commerci stunk way,negative
3854,ad blacklivesmatt justdoit striveforequ,negative
3855,justdoit beauti commerci happi it’ play tonight’ game great way get peopl woke,positive
3856,love justdoit nfl,positive
3857,nike ad power justdoit kaepernick,negative
3858,best commerci ever justdoit,positive
3859,mani peopl turn game commer went sure didn’t commerci great nike justdoit,positive
3860,yaass final commerci everyth justdoit,negative
3861,nike 💥💥 justdoit istandwithkap 🇺🇸,neutral
3862,fuck feed trigger rage feed nike justdoit,negative
3863,“don’t best qb in nfl best qb nfl justdoit,positive
3864,there’ nike ad justdoit,neutral
3865,kap commerci motiv dream crazi enough justdoit,negative
3866,nike ad colin kaepernick fuckin dope 💪🏿 justdoit,negative
3867,anyon els get chill nike commerci amaz messag justdoit,positive
3868,awesom commerci nike justdoit nikecommerci,positive
3869,love kaep justdoit,positive
3870,kap man justdoit,positive
3871,ye nike justdoit,positive
3872,kaepernick commerci fuego justdoit,negative
3873,brilliant commerci awe inspir justdoit,positive
3874,ask dream crazi ask crazi enough atlvsphi justdoit,negative
3875,ahh maga scream sustain justdoit,negative
3876,nike justdoit got chill philadelphiaeagl eaglesvsfalcon,positive
3877,hope play ad everi commerci break everi nfl game weekend brilliant justdoit,negative
3878,crazi justdoit believeinsometh,negative
3879,go justdoit,neutral
3880,ye commerci good goosebump everi time watch justdoit nflkickoff,positive
3881,yess nike yeess justdoit,positive
3882,nike commerci nike justdoit imwithkaep,neutral
3883,go stop watch game justdoit,negative
3884,well done justdoit,positive
3885,there’ kap nike justdoit,neutral
3886,commerci gave chill justdoit,neutral
3887,white peopl don’t twitter freakin right justdoit,negative
3888,readi watch twitter burn justdoit,positive
3889,new nike commerci kinda dope justdoit,negative
3890,it’ crazi justdoit,negative
3891,bring chill 🔥🔥 justdoit kaepernicknik,neutral
3892,nike mf bombest commerci ever justdoit,negative
3893,go justdoit,neutral
3894,let go kaep justdoit,neutral
3895,saw ad nfl game tonight straight chill justdoit,neutral
3896,dream crazi enough beheretomorrow justdoit,negative
3897,commerci power everi time see tv justdoit,negative
3898,goosebump commerci day justdoit,negative
3899,omg kap nike commerci nike justdoit colinkaepernick,negative
3900,new nike commerci gold justdoit,neutral
3901,bravo commerci justdoit,neutral
3902,kind in feel commerci goosebump justdoit,negative
3903,don’t live shoe design max id ijustwannask justdoit,neutral
3904,right colin see ya big screen justdoit,positive
3905,chill justdoit,neutral
3906,nation televis babi justdoit,neutral
3907,love becrazyenough justdoit,positive
3908,crazi justdoit,negative
3909,twitter gonna break justdoit,negative
3910,it’ crazi justdoit nike,neutral
3911,kneel kap atlvsphi riseup justdoit sacrificreveryth,neutral
3912,chill still well done kaep cue outrag justdoit,negative
3913,ask dream crazi ask crazi enough justdoit,negative
3914,mani american loos mind watch ad right justdoit,negative
3915,💪🏼 justdoit,neutral
3916,still love commerci justdoit,positive
3917,let’ goo justdoit,neutral
3918,chill nike ad justdoit,neutral
3919,brilliant justdoit,positive
3920,current dream soccer back in life justdoit,positive
3921,nice nike commerci justdoit,positive
3922,it’ crazi one best campaign ever justdoit,positive
3923,greatest athlet ever nike justdoit,positive
3924,world still stand justdoit,negative
3925,ask dream crazi ask crazi enough justdoit,negative
3926,racist throw beer tv rn atlvsphi justdoit,negative
3927,fuck colin kaepernick commerci justdoit,negative
3928,commerci amaz justdoit,positive
3929,need new nike justdoit takeakne,neutral
3930,commerci air justdoit,neutral
3931,believ in someth even mean sacrif everyth justdoit ✅‼️💯,negative
3932,air advertis lot peopl tunrt af justdoit,neutral
3933,kaep’ nike commerci play nfl season open justdoit,neutral
3934,ayye they’r show nike commerci justdoit nikead nikecommerci nflkickoff,neutral
3935,justdoit honestli commerci amaz stori tell “believ in someth even mean sacrif everything” thank,positive
3936,justdoit eat,neutral
3937,first time they’r play nike commerci justdoit,neutral
3938,love justdoit,positive
3939,love commerci justdoit,positive
3940,im buy nike justdoit,neutral
3941,trump got idiot support nike colinkaepernick idiot go jail justdoit,negative
3942,trigger alert kaepernick nike ad everyon calm jeez justdoit,neutral
3943,yess play commerci 👏🏽👏🏽👏🏽✊🏽✊🏽✊🏽 justdoit,neutral
3944,not afraid unabash stay true jemel hill justdoit,negative
3945,yay kaep ad final air justdoit imwithkaep nflkickoff,neutral
3946,see ya ✊🏽✊🏽 justdoit,positive
3947,nike kaepernick justdoit commerci air nflkickoff phivsatl,neutral
3948,nike commerci good justdoit,positive
3949,nike good stuff justdoit,positive
3950,nike commerci absolut beauti inspir justdoit nike believeinsometh,positive
3951,anticip commerci i’v seen in lifetim justdoit,neutral
3952,nike ad beauti justdoit,positive
3953,aand cue trumpanze meltdown in justdoit kaep,neutral
3954,come kaepernick tweet justdoit,neutral
3955,ye i’v wait kaep justdoit,positive
3956,y’all go straight hell 🤣🤣 nike kaepernick takeakne justdoit,negative
3957,caucasian burn tv commerci justdoit,negative
3958,hope play commerci everi break nike justdoit kap,negative
3959,colin kaepernick word power justdoit imwithkap,neutral
3960,peopl voic commerci justdoit,negative
3961,inspir ad justdoit,neutral
3962,anoth day offic show colin in hous teammat celebr year justdoit amplifi voic athlet,positive
3963,colin kaepernick goddamn american hero justdoit,negative
3964,yup chang channel fuck justdoit,negative
3965,watch justdoit see afro justdoitsaf,positive
3966,it’ lit 🔥🔥 justdoit,neutral
3967,mani guy turn game justdoit nike,negative
3968,nike ad in middl nfl game think no coincid 😎😎 justdoit,negative
3969,justburnit nike kapernick destroy rick justdoit shoe share disrupt travel losangel nike world headquart,neutral
3970,nike ju slid commerci in nfl open night 👏🏾👏🏾 justdoit,neutral
3971,final ad play dope fuck far nike justdoit,negative
3972,preach justdoit,neutral
3973,commerci air justdoit,neutral
3974,ago justdoit,neutral
3975,shoutout nike social justic warrior justbeliev kindafam lebronjam nikead colinkaepernick protest justdoit lebon,neutral
3976,baws move justdoit,neutral
3977,it’ nike justdoit,neutral
3978,oh man justdoit returnnik,positive
3979,ever give focu life dreambig integr beinspir justdoit,negative
3980,nike put commerci justdoit gangsta,negative
3981,inspir everybodi ad campaign what’ crazi upset nike justdoit veteransforkaepernick istandwithkaepernick,negative
3982,justdoit,neutral
3983,love commerci much justdoit,positive
3984,futur brighter sun justdoit believ obsaroundtheworld fisher island florida,neutral
3985,everi person ever felt fire burn deep within justdoit,neutral
3986,tweet last septemb everyth need know new face colin kaepernick nflkickoff justdoit takethekne,neutral
3987,“the imposs alway possible” selena justdoit nike selenaquintanilla made edit queen yall welcom share post,positive
3988,far concern play ad much possibl season😊😊 justdoit makesmehappi wisconsinborn,negative
3989,believ in someth even mean sacrif everyth justdoit,negative
3990,stop tri make trump happen not go happen nike justdoit,negative
3991,it’ crazi justdoit nike,neutral
3992,believ in someth even mean sacrif everyth phspride justdoit✔️,negative
3993,fuck yo couch imrickjamesbitch nike justdoit davechappel,negative
3994,🗣🗣 everybodi anybodi pleas don’t forget 💯💯 justdoit nike silkthemodel nothinglessthanicon oldiebutgoodi influenc makeupporn motiv modelstopia…,neutral
3995,girl commit crime polic offic give command justdoit,neutral
3996,respect sir flag inanim object never take presid human appreci serv make better life but also know america problem not want face justdoit,negative
3997,dead smh 😂😂🤦 repost get repost ・・ proud patricia’ new campaign justdoit toronto ontario,negative
3998,make light sad realiti nation fuck nike justdoit ig tee,negative
3999,mca membership come in real handy💪🏽 anyon want merced benz throwthewholetruckaway justdoit,neutral
4000,word inspir live 💪🏽 colinkaepernick justdoit,positive
4001,love keep go in right side histori la raza justdoit impeach blacklivesmatt vivalaraza,positive
4002,eat justdoit,neutral
4003,final saw love ❤️ justdoit,positive
4004,best justdoit theoffic,positive
4005,bwahahaha justdoit shitwit bartlesvil man accident burn home light nike shoe fire in protest nike’,negative
4006,stand believ in not easi feat applaud nike nike justdoit letitrip,negative
4007,come burn nike it’ patriot kid in factori burn em it’ riot justdoit,negative
4008,stay woke america trumpresign justdoit,negative
4009,larri elder realli know justdoit,negative
4010,magat no longer like harley davidson levi ford nike footbal pleas make new face nra rnc ar think could solv lot problem nike justdoit,negative
4011,ayesha entertain news commentari colin kaepernick nike campaign caus nfl colinkaepernick nike justdoit,neutral
4012,don’t even need tenni shoe plan buy nike weekend justdoit,neutral
4013,proud go justdoit teamkap,positive
4014,haha play much 😂😂 justdoit beauti plu,positive
4015,kaepernick nike ad air 🔥🔥 aha 🖕🏼 justdoit,neutral
4016,everyon boycot nike turn nfl footbal nfl nike year deal uniform apparel happi footbal season justdoit nfl,positive
4017,talent like electr don’t understand electr use inspirationalquot justdoit,neutral
4018,fearless faith faith without work dead justdoit,negative
4019,good one👇 justdoit,positive
4020,happyprefriday hope enjoy work ya love unclelovewisdumb nike justdoit work geoffreyowen sarahhuckabeesand trump penc white hous,positive
4021,concur blockkavanaugh justdoit,neutral
4022,ask dream crazi ask crazi enough justdoit nike,negative
4023,not surpris amerikka show true color letitrip colinkaepernick justdoit,positive
4024,footbal night in america takeakne justdoit,neutral
4025,video kick best year life mark word youtub youtub contentcr motiv engag justdoit,positive
4026,👇🏻 everi damn day justdoit takeakne imwithkap,negative
4027,worldfamouspatlyon make trek north bayarea gtee crush complet day go customerservic key justdoit sign bar wsopmainev,neutral
4028,asshol name beau don’t know last name don’t care dbl audac say tiger wood would better candid face nike’ justdoit campaign,neutral
4029,widow polic offic amaz respons nike’ ad campaign justdoit read nike ⁦⁩ asham,positive
4030,“don’t ask dream crazi ask they’r crazi enough dream crazy” tbt justdoit dreamcrazi box box nobreart em nobr art box,negative
4031,boycott nike justdoit snf 🇺🇸,neutral
4032,love drill commerci american concis game think i’v seen commerci three time’ in minut ✊🏻✊🏻 justdoit,positive
4033,god bless veteran justdoit,positive
4034,fantast thread pleas read retweet make sens cut chase like thank anni nike justdoit,positive
4035,gon cri in car nike nikeboycott nikestock justdoit tg alunt,negative
4036,don’t ask dream crazi ask they’r crazi enough justdoit colin kaepernick ❤️,negative
4037,awesom speech hq today justdoit glad wit,positive
4038,that’ democrat republican keep ‘push envelope’ see get away democrat ‘nice’ amp ‘decent’ ‘rock boat’ better start ‘rocking’ there’l new breed dem vote congress basta blockkavanaugh justdoit,positive
4039,believ like anybodi somebodi colinkaepernick justdoit,negative
4040,justdoit support amp also support sign multi year deal support free speech,positive
4041,no caption need justdoit kaep serenawilliam,negative
4042,hey bought new pair shoe today takeakne justdoit blacklivesmatt,neutral
4043,kavanaughconfirmationhear stopkavanaugh justdoit america not go back barbar day women get danger illeg abort women right reprohea,negative
4044,watch nike’ first “just it” commerci star colin kaepernick justdoit colinkaepernick,neutral
4045,nike commerci tho kaepernick justdoit,neutral
4046,know anyon els but think realli great commerci nike colinkaepernick justdoit,positive
4047,justdoit dude say best,positive
4048,ok holm chicago public school mess time bring back home take mayor vacanc justdoit,negative
4049,care peopl in privat affair but marriag materi turn gay muslim tian mandir mein hi hogi kya tab bhi reclaimtempl section justdoit,negative
4050,judg idiot post seen today in regard colin kaepernick cori booker learn sever conserv friend not like negro kneel stand nike justdoit corybook kaepernick,negative
4051,criticis relentlessli must someth right justdoit youarecrazyenough,negative
4052,justdoit shooff kut amp accessori,positive
4053,gum sole but not gumsol nikesafari justdoit ptl,negative
4054,justdoit nike blown away see new ad america built great job keep kap,positive
4055,brah lmaoo 😂😂🤦🏾‍♂️ can’t human kardashian justdoit nike see yah’ll start best campaign ever fo real,positive
4056,new face colin kaepernick great choic guy justdoit thursdaythought nflkickoff thursdaynightfootbal,positive
4057,gon cri in car nike nikeboycott justdoit tg alunt,negative
4058,btw justdoit great slogan hustl academ go tv amp column publish in lt hr requir lego train briberi amp appli band aid accessori i’m also teach class rn amp freakin love everi minut beauti chao,positive
4059,wow wow justdoit nike colinkaepernick nfl,positive
4060,one better justdoit,positive
4061,head st justdoit msamazinghead amazingcondom austin texa,neutral
4062,phoenix pickup justdoit,neutral
4063,perfect respons nike justdoit,positive
4064,respect nikeboycott nikead nikekneel colinkaepernick justdoit nfl boycottnfl boycottnik,negative
4065,get chill watch it’ power ad perfectli execut well done nike 👏🏽❤️ justdoit,positive
4066,sing nation anthem game pleas choos not start sing everi player stand justdoit wecanprotesttoo thankyouveteran,neutral
4067,believ in someth justsipit nike justdoit,negative
4068,ain’t gonna lie kap’ nike commerci feel type way nike lebronjam justdoit,negative
4069,grindin hustl justdoit,neutral
4070,support one best thing seen year thank justdoit dreambig,positive
4071,low key cri nike commerci ✊🏿✊🏿✊🏿✊🏿✊🏿 justdoit,negative
4072,everyon in arm colinkaepernick given posit nike first burn jersey burn nikeapparel statement protest anyth need burn wick white imag jesu burnwhitejesuschalleng justdoit,negative
4073,😂😂 cant wait peopl think real justdoit,positive
4074,loui ck face new justdoit campaign make sens millionair activ divid not,negative
4075,repost ✔️ inspir motiv nike youcandoit justdoit justbringit dreambig success stayposit noexcus hustl activ grind pushpullgrind…,positive
4076,don’t care trump lie trumpcultkoolaid run in vein 🤦🏽‍♀️ they’ll go hell lunat say follow hell justdoit,negative
4077,truth 💪🏼 justdoit,neutral
4078,kaep got littl teari eye justdoit,neutral
4079,new commerci cold don’t care non y’all say justdoit,negative
4080,everyon that’ mad nike justdoit,positive
4081,mean meme control😂😂 justdoit,negative
4082,fact ain’t alright it’ white justdoit standwithkaepernick boycottnfl nflboycott nflblackout nike itainttheanthem policebrutalityawar,negative
4083,return pair nike shoe yesterday refund clerk ask wrong told purchas shoe nike chang mean logo victori victimolog justdoit,negative
4084,hey dont give dont let em break dont waiver rememb campaign purpos justdoit nike stock market,negative
4085,tbt back memori lane “boomer sooners” jason belser pull bruin pull upset in norman weekend c’mon chip justdoit✔️ miraclesdohappen 🙌🏾 neverknow🤷🏾‍♂️ clap 👏🏾 faithinyourtestimoni 🙏🏾,negative
4086,tell love better last justdoit,positive
4087,super bowl champ get boo home open nation tv gotta love think everi fan boo pathet game player play scare mani penalti kill game flow justdoit flyeagelsfli inbrotherhood atlvsphi sad,negative
4088,repost daili decis ❌✅ clich justsayno justdoit clichequot clich lifequot liveandlearn laughatfirstsight…,neutral
4089,love ad come hater getoverit nike justdoit,positive
4090,sometim take risk ladi no not sometim alway succeed justdoit,negative
4091,y’all still got block beef like year ago unblock justdoit,neutral
4092,bought awesom max love justdoit,positive
4093,ad releas justicereform would actual good justdoit✔️sh walk walk go presid trump speak releas pardoned🙏🏻 👉🏻kim walk walk pardon nfl,negative
4094,want let fella know may girl heart but soul somewher in sock drawer in shoebox in closet 😞🤷🏾‍♂️ nike justdoit instathought…,neutral
4095,believ in someth even mean sacrif everyth justdoit,negative
4096,justdoit presid trump liberalismisamentaldisord walkaway boycottnik,neutral
4097,don’t wait opportun great creat adventur excel justdoit,positive
4098,man wasn’t netflix teach peopl launder money no one would even know ozark nike justdoit,negative
4099,oh man cold funni but downright ruthless justdoit,positive
4100,hello unrol thread peopl cut swoosh cloth burn nike gear pledg boycott compani ot nike justdoit talk soon,neutral
4101,“the day grass brown it’ green cuz ain’t give never surrend dj khale visit websit join team 👉👉 🌱💚 cbdoil sucess motiv justdoit loveislov securethebag beyourownboss entrepreneur trend,positive
4102,y’all fuck justdoit nike thatsjusthowiam,negative
4103,dude ignor amp disrespect realli believ in unit countri nike justdoit istandwithkap get messag thank sacrific,positive
4104,truth 💪🏼 justdoit new york new york,neutral
4105,cours racist trump doesn’t like justdoit fucktrump,negative
4106,smell commerci doubl mayb tripl free advertis give nice pr justsayin justdoit boyzmen,negative
4107,fall prais nike heineken divers campaign rememb purpos ad pure make buy product ludicr think multi billion dollar corpor agenda nike justdoit colinkaepernick,neutral
4108,indict put miseri way nullifi reg roll back execut order justdoit,neutral
4109,🖕🖕 glad kap support amp nike etern justdoit,positive
4110,support economi nfl nike alon support entir alon justdoit,negative
4111,check stripe justdoit,neutral
4112,lose eagl lose justdoit,negative
4113,th amend justdoit,neutral
4114,buy nike shoe support colin kaepernick spare thought exploit worker made in one sweatshop nike oper in develop countri nike justdoit colinkaepernick,positive
4115,open letter nike justdoit rednationris bless sherri potter,positive
4116,nail justdoit nike,neutral
4117,bet guy know sacrific gave kaepernick idea kneel justdoit,neutral
4118,no thing bad workout justdoit,negative
4119,perfect justdoit ✊🏾,positive
4120,inspir justdoit 💯🙌🏼,positive
4121,not see eagl amp falcon tonight clearli flag non violent protest within non violent protest nflkickoff justdoit,negative
